symbol,name,gql_symbol,gql_name,exch,gics_sector,industry,qm,shares_outstanding,market_cap,price,gql_ok,suffix,tsxv_sector,drop_reason,in_universe
NHHH,FuelPositive Corporation,NHHH,FuelPositive Corporation,TSXV,Industrials,Industrial Goods,Electrical Equipment,550675955.0,35793938.0,0.065,True,,Diversified Industries,,True
FMM,Full Metal Minerals Ltd.,FMM,Full Metal Minerals Ltd.,TSXV,Materials,Mining,Industrial Metals,59312456.0,3558748.0,0.06,True,,Mining,,True
FUSE,Fuse Battery Metals Inc.,FUSE,Fuse Battery Metals Inc.,TSXV,Materials,Mining,Industrial Metals,37629745.0,1693339.0,0.045,True,,Mining,,True
FTUR,Future Fuels Inc.,FTUR,Future Fuels Inc.,TSXV,Materials,Mining,Industrial Metals,110577432.0,49759845.0,0.45,True,,Mining,,True
LITT,Futuregen Industries Corp.,LITT,Futuregen Industries Corp.,TSXV,Finance,Asset Management Services,Asset Management Services,55614161.0,6673700.0,0.12,True,,Diversified Industries,,True
GBU,Gabriel Resources Ltd.,GBU,Gabriel Resources Ltd.,TSXV,Materials,Mining,Precious Metals,277223441.0,30494579.0,0.11,True,,Mining,,True
GGAU,Galactic Gold Corp.,GGAU,Galactic Gold Corp.,TSXV,Materials,Mining,Gold,49382778.0,8888901.0,0.18,True,,Mining,,True
GAL,Galantas Gold Corporation,GAL,Galantas Gold Corporation,TSXV,Materials,Mining,Gold,832276823.0,524334399.0,0.63,True,,Mining,,True
GXY.P,Galaxy Ventures Inc.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
GGO,Galleon Gold Corp.,GGO,Galleon Gold Corp.,TSXV,Materials,Mining,Gold,136127416.0,153823981.0,1.13,True,,Mining,,True
GRI,Galore Resources Inc,GRI,Galore Resources Inc.,TSXV,Materials,Mining,Industrial Metals,177300669.0,3546014.0,0.02,True,,Mining,,True
GWM,Galway Metals Inc.,GWM,Galway Metals Inc.,TSXV,Materials,Mining,Gold,135874780.0,89677355.0,0.66,True,,Mining,,True
GAMA,Gamma Resources Ltd.,GAMA,Gamma Resources Ltd.,TSXV,Energy,Other Energy Sources,Uranium,42139281.0,2739054.0,0.065,True,,CleanTech,,True
GGI,Garibaldi Resources Corp.,GGI,Garibaldi Resources Corp.,TSXV,Materials,Mining,Industrial Metals,152040555.0,10642839.0,0.07,True,,Mining,,True
GSI,Gatekeeper Systems Inc.,GSI,Gatekeeper Systems Inc.,TSXV,Industrials,Corporate Services,Security Services,111592621.0,197518940.0,1.77,True,,Diversified Industries,,True
GKO,Geekco Technologies Corporation,GKO,Geekco Technologies Corporation,TSXV,Technology,Software & IT Services,Application Software,133198606.0,4661952.0,0.035,True,,Technology,,True
BEEP,Geiger Energy Corporation,BEEP,Geiger Energy Corporation,TSXV,Energy,Other Energy Sources,Uranium,88110455.0,20265405.0,0.23,True,,CleanTech,,True
GEMG,Gemdale Gold Inc.,GEMG,Gemdale Gold Inc.,TSXV,Materials,Mining,Gold,21403722.0,34245956.0,1.6,True,,Mining,,True
REBL.P,Genesis Acquisition Corp.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
GENX,Genix Pharmaceuticals Corporation,GENX,Genix Pharmaceuticals Corporation,TSXV,Healthcare,Pharmaceuticals,Pharmaceutical Manufacturers - Specialty & Generic,61224131.0,1224483.0,0.02,True,,Life Sciences,,True
GSP,Gensource Potash Corporation,GSP,Gensource Potash Corporation,TSXV,Materials,Mining,Industrial Metals,478346601.0,69360258.0,0.145,True,,Mining,,True
GMA,Geomega Resources Inc,GMA,Geomega Resources Inc.,TSXV,Materials,Mining,Industrial Metals,167128348.0,40946446.0,0.245,True,,Mining,,True
GTC,Getty Copper Inc.,GTC,Getty Copper Inc.,TSXV,Materials,Mining,Industrial Metals,73100841.0,73100841.0,1.0,True,,Mining,,True
GFG,GFG Resources Inc.,GFG,GFG Resources Inc.,TSXV,Materials,Mining,Gold,304205295.0,71488245.0,0.235,True,,Mining,,True
GGL,GGL Resources Corp.,GGL,GGL Resources Corp.,TSXV,Materials,Mining,Precious Metals,104357475.0,5217874.0,0.05,True,,Mining,,True
GGX,GGX Gold Corp.,GGX,GGX Gold Corp.,TSXV,Materials,Mining,Gold,38394380.0,1535776.0,0.04,True,,Mining,,True
GIGA,Giga Metals Corporation,GIGA,Giga Metals Corporation,TSXV,Materials,Mining,Industrial Metals,158079721.0,10275182.0,0.065,True,,Mining,,True
GOK,GINSMS Inc.,GOK,GINSMS Inc.,TSXV,Media,Telecommunications,Telecommunication Services,187118368.0,4677960.0,0.025,True,,Diversified Industries,,True
EMM,Giyani Metals Corp.,EMM,Giyani Metals Corp.,TSXV,Materials,Mining,Industrial Metals,333837025.0,21699407.0,0.065,True,,Mining,,True
GLAD,Gladiator Metals Corp.,GLAD,Gladiator Metals Corp.,TSXV,Materials,Mining,Industrial Metals,110526797.0,315001372.0,2.85,True,,Mining,,True
GBML,Global Battery Metals Ltd.,GBML,Global Battery Metals Ltd.,TSXV,Materials,Mining,Industrial Metals,14853927.0,3267864.0,0.22,True,,Mining,,True
CUCU,Global Copper Corp.,CUCU,Global Copper Corp.,TSXV,Materials,Mining,Copper,45322738.0,906455.0,0.02,True,,Mining,,True
GEMC,Global Energy Metals Corporation,GEMC,Global Energy Metals Corporation,TSXV,Materials,Mining,Industrial Metals,67572127.0,1351443.0,0.02,True,,Mining,,True
PWER,Global Power Solutions Corp.,PWER,Global Power Solutions Corp.,TSXV,Industrials,Construction,Engineering & Construction Services,29866976.0,10005437.0,0.335,True,,Diversified Industries,,True
GMV,GMV Minerals Inc,GMV,GMV Minerals Inc.,TSXV,Materials,Mining,Gold,122650346.0,19010804.0,0.155,True,,Mining,,True
GG,Golconda Gold Ltd.,GG,Golconda Gold Ltd.,TSXV,Materials,Mining,Gold,71401362.0,212776059.0,2.98,True,,Mining,,True
GLD,Gold Finder Resources Ltd.,GLD,Gold Finder Resources Ltd.,TSXV,Materials,Mining,Precious Metals,68775201.0,3438761.0,0.05,True,,Mining,,True
HART,Gold Hart Copper Corp.,HART,Gold Hart Copper Corp.,TSXV,Materials,Mining,Industrial Metals,252247185.0,51710673.0,0.205,True,,Mining,,True
GRZ,Gold Reserve Ltd.,GRZ,Gold Reserve Ltd.,TSXV,Materials,Mining,Gold,147869033.0,1001073354.0,6.77,True,,Mining,,True
GST,Gold Strategy Inc.,GST,Gold Strategy Inc.,TSXV,Materials,Mining,Industrial Metals,2061976.0,3051725.0,1.48,True,,Mining,,True
GSR,Gold Strike Resources Corp.,GSR,Gold Strike Resources Corp.,TSXV,Materials,Mining,Gold,156046413.0,69440654.0,0.445,True,,Mining,,True
YGT,Gold Terra Resource Corp.,YGT,Gold Terra Resource Corp.,TSXV,Materials,Mining,Gold,510066184.0,96912575.0,0.19,True,,Mining,,True
AUXX,Gold X2 Mining Inc.,AUXX,Gold X2 Mining Inc.,TSXV,Materials,Mining,Gold,101110094.0,1110188833.0,10.98,True,,Mining,,True
GLB,Goldbank Mining Corporation,GLB,Goldbank Mining Corporation,TSXV,Materials,Mining,Gold,192521226.0,64494611.0,0.335,True,,Mining,,True
GCN,Goldcliff Resource Corporation,GCN,Goldcliff Resource Corporation,TSXV,Materials,Mining,Gold,80847907.0,2425438.0,0.03,True,,Mining,,True
GRG,Golden Arrow Resources Corporation,GRG,Golden Arrow Resources Corporation,TSXV,Materials,Mining,Industrial Metals,169416596.0,17788743.0,0.105,True,,Mining,,True
AUX,Golden Cross Resources Inc.,AUX,Golden Cross Resources Inc.,TSXV,Materials,Mining,Industrial Metals,100404132.0,17068703.0,0.17,True,,Mining,,True
GNG,Golden Goliath Resources Ltd.,GNG,Golden Goliath Resources Ltd.,TSXV,Materials,Mining,Industrial Metals,54370652.0,4349653.0,0.08,True,,Mining,,True
GDP,Golden Pursuit Resources Ltd.,GDP,Golden Pursuit Resources Ltd.,TSXV,Materials,Mining,Precious Metals,47099943.0,11774986.0,0.25,True,,Mining,,True
GLDN,Golden Ridge Resources Ltd.,GLDN,Golden Ridge Resources Ltd.,TSXV,Materials,Mining,Precious Metals,58541320.0,4683306.0,0.08,True,,Mining,,True
AUEN,Golden Sky Minerals Corp.,AUEN,Golden Sky Minerals Corp.,TSXV,Materials,Mining,Industrial Metals,24305574.0,6684033.0,0.275,True,,Mining,,True
GCV,Golden Star Capital Ventures Inc.,GCV,Golden Star Capital Ventures Inc.,TSXV,Finance,Diversified Financial Services,Other Diversified Financial Services,29983002.0,8994901.0,0.3,True,,Diversified Industries,,True
GERA,Goldera Exploration Ltd.,GERA,Goldera Exploration Ltd.,TSXV,Materials,Mining,Gold,72041411.0,13327662.0,0.185,True,,Mining,,True
GORO,Goldgroup Mining Inc.,GORO,Goldgroup Mining Inc.,TSXV,Materials,Mining,Gold,134893207.0,640742734.0,4.75,True,,Mining,,True
GHL,Goldhills Holding Ltd.,GHL,Goldhills Holding Ltd.,TSXV,Materials,Mining,Industrial Metals,36472666.0,1823634.0,0.05,True,,Mining,,True
INXS,GoldInxs Mining Corp.,INXS,Goldinxs Mining Corp.,TSXV,Materials,Mining,Precious Metals,35135026.0,3689178.0,0.105,True,,Mining,,True
GQC,GoldQuest Mining Corp.,GQC,GoldQuest Mining Corp.,TSXV,Materials,Mining,Industrial Metals,384424396.0,330604981.0,0.86,True,,Mining,,True
GSKR,Goldsky Resources Corp.,GSKR,Goldsky Resources Corp.,TSXV,Materials,Mining,Precious Metals,264689693.0,921120132.0,3.48,True,,Mining,,True
GSTM,Goldstorm Metals Corp.,GSTM,Goldstorm Metals Corp.,TSXV,Materials,Mining,Gold,142275596.0,24898230.0,0.175,True,,Mining,,True
GOT,Goliath Resources Limited,GOT,Goliath Resources Limited,TSXV,Materials,Mining,Precious Metals,177889945.0,300634008.0,1.69,True,,Mining,,True
GOOD,Good Gamer Entertainment Inc.,GOOD,Good Gamer Entertainment Inc.,TSXV,Media,Interactive Multi-Media,Gaming & Multimedia,5924073.0,1481019.0,0.25,True,,Diversified Industries,,True
GFOR.P,Good2Go4 Corp.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
GSS,Gossan Resources Limited,GSS,Gossan Resources Limited,TSXV,Materials,Mining,Industrial Metals,67459471.0,1686487.0,0.025,True,,Mining,,True
GPM,GPM Metals Inc.,GPM,GPM Metals Inc.,TSXV,Materials,Mining,Industrial Metals,160848434.0,12867875.0,0.08,True,,Mining,,True
GRSL,GR Silver Mining Ltd.,GRSL,GR Silver Mining Ltd.,TSXV,Materials,Mining,Precious Metals,509415533.0,203766214.0,0.4,True,,Mining,,True
GFTA,Grafta Nanotech Corp.,GFTA,Grafta Nanotech Corp.,TSXV,,,,78417106.0,17643849.0,0.225,True,,Diversified Industries,,True
GGM,Granada Gold Mine Inc.,GGM,Granada Gold Mine Inc.,TSXV,Materials,Mining,Gold,227265949.0,7954309.0,0.035,True,,Mining,,True
GPG,Grande Portage Resources Ltd.,GPG,Grande Portage Resources Ltd.,TSXV,Materials,Mining,Gold,198648185.0,73499829.0,0.37,True,,Mining,,True
GEL,Graphano Energy Ltd.,GEL,Graphano Energy Ltd.,TSXV,Materials,Mining,Industrial Metals,21688268.0,2060386.0,0.095,True,,Mining,,True
GMG,Graphene Manufacturing Group Ltd.,GMG,Graphene Manufacturing Group Ltd.,TSXV,Materials,Chemicals,Special Chemicals,126740434.0,309246659.0,2.44,True,,Diversified Industries,,True
GMG.WT.A,Graphene Manufacturing Group Ltd. wt  A 16Aug2027,GMG,Graphene Manufacturing Group Ltd.,TSXV,Materials,Chemicals,Special Chemicals,126740434.0,309246659.0,2.44,True,WT,Diversified Industries,suffix:WT,False
GPH,Graphite One Inc.,GPH,Graphite One Inc.,TSXV,Materials,Mining,Industrial Metals,208967736.0,198519350.0,0.95,True,,Mining,,True
GPH.WT,Graphite One Inc wt 22Aug2027,GPH,Graphite One Inc.,TSXV,Materials,Mining,Industrial Metals,208967736.0,198519350.0,0.95,True,WT,Mining,suffix:WT,False
GPH.WT.A,Graphite One Inc wt 18Feb2029,GPH,Graphite One Inc.,TSXV,Materials,Mining,Industrial Metals,208967736.0,198519350.0,0.95,True,WT,Mining,suffix:WT,False
GR,Great Atlantic Resources Corp.,GR,Great Atlantic Resources Corp.,TSXV,Materials,Mining,Industrial Metals,66377696.0,4978328.0,0.075,True,,Mining,,True
GPAC,Great Pacific Gold Corp.,GPAC,Great Pacific Gold Corp.,TSXV,Materials,Mining,Gold,195998465.0,51939594.0,0.265,True,,Mining,,True
GPS,Great Plains Metals Corp.,GPS,Great Plains Metals Corp.,TSXV,Materials,Mining,Gold,76940719.0,8463480.0,0.11,True,,Mining,,True
GPCC.P,Green Panda Capital Corp.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
GRF,Green Rise Foods Inc.,GRF,Green Rise Foods Inc.,TSXV,Consumer Staples,Consumer Products - Foods,Agricultural Food Products,47489066.0,15671392.0,0.33,True,,Diversified Industries,,True
GCOM,Green Shift Commodities Ltd.,GCOM,Green Shift Commodities Ltd.,TSXV,Materials,Mining,Industrial Metals,137726218.0,10329467.0,0.075,True,,Mining,,True
GRB,Greenbriar Sustainable Living Inc.,GRB,Greenbriar Sustainable Living Inc.,TSXV,Energy,Renewable Energy Producers,Diversified Renewable Energy,44479983.0,28022390.0,0.63,True,,CleanTech,,True
VGN,Greencastle Resources Ltd.,VGN,Greencastle Resources Ltd.,TSXV,Energy,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production,53110671.0,1062214.0,0.02,True,,Oil & Gas,,True
GHRT,Greenheart Gold Inc.,GHRT,Greenheart Gold Inc.,TSXV,Materials,Mining,Gold,214351371.0,186485693.0,0.87,True,,Mining,,True
GRL,GreenLight Metals Inc.,GRL,GreenLight Metals Inc.,TSXV,Materials,Mining,Industrial Metals,99704126.0,29911238.0,0.3,True,,Mining,,True
WOLF,Grey Wolf Health Corp.,WOLF,Grey Wolf Health Corp.,TSXV,Consumer Discretionary,Personal Services,Personal Services,34640294.0,59408105.0,1.715,True,,Diversified Industries,,True
CELL,Grid Battery Metals Inc.,CELL,Grid Battery Metals Inc.,TSXV,Materials,Mining,Industrial Metals,193380795.0,3867616.0,0.02,True,,Mining,,True
GRDM,Grid Metals Corp.,GRDM,Grid Metals Corp.,TSXV,Materials,Mining,Industrial Metals,233037067.0,32625190.0,0.14,True,,Mining,,True
FIN,Grit Metals Corp.,FIN,Grit Metals Corp.,TSXV,Materials,Mining,Industrial Metals,66288815.0,5634550.0,0.085,True,,Mining,,True
GZD,Grizzly Discoveries Inc.,GZD,Grizzly Discoveries Inc.,TSXV,Materials,Mining,Industrial Metals,234021369.0,14041283.0,0.06,True,,Mining,,True
GRVA.P,Grosvenor CPC I Inc.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
GVR,Grosvenor Resource Corporation,GVR,Grosvenor Resource Corporation,TSXV,Materials,Mining,Precious Metals,33400696.0,1670035.0,0.05,True,,Mining,,True
GRD,Grounded Lithium Corp.,GRD,Grounded Lithium Corp.,TSXV,Materials,Mining,Industrial Metals,80479726.0,4828784.0,0.06,True,,Mining,,True
ZNG,Group Eleven Resources Corp.,ZNG,Group Eleven Resources Corp.,TSXV,Materials,Mining,Industrial Metals,282357711.0,248474786.0,0.88,True,,Mining,,True
GSPR,GSP Resource Corp.,GSPR,GSP Resource Corp.,TSXV,Materials,Mining,Precious Metals,57889520.0,7815086.0,0.135,True,,Mining,,True
GT,GT Resources Inc.,GT,GT Resources Inc.,TSXV,Materials,Mining,Industrial Metals,389117726.0,9727944.0,0.025,True,,Mining,,True
GSVR,Guanajuato Silver Company Ltd.,GSVR,Guanajuato Silver Company Ltd.,TSXV,Materials,Mining,Silver,758811262.0,349053181.0,0.46,True,,Mining,,True
GX,Guardian Exploration Inc.,GX,Guardian Exploration Inc.,TSXV,Energy,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production,120669054.0,18100359.0,0.15,True,,Oil & Gas,,True
GUF,Gulf & Pacific Equities Corp.,GUF,Gulf & Pacific Equities Corp.,TSXV,Real Estate,Real Estate,Real Estate Services,21410685.0,11775877.0,0.55,True,,Diversified Industries,,True
GUN,Gunpoint Exploration Ltd,GUN,Gunpoint Exploration Ltd.,TSXV,Materials,Mining,Precious Metals,59769933.0,49011346.0,0.82,True,,Mining,,True
HO.P,H2 Ventures 1 Inc.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
HPM,Halcones Precious Metals Corp.,HPM,Halcones Precious Metals Corp.,TSXV,Materials,Mining,Gold,228776389.0,11438820.0,0.05,True,,Mining,,True
HMT,Halmont Properties Corporation cl A vtg shrs,HMT,Halmont Properties Corporation,TSXV,Real Estate,Real Estate,Real Estate Development,83940000.0,85618800.0,1.02,True,,Diversified Industries,,True
HFC,Hampton Financial Corporation,HFC,Hampton Financial Corporation,TSXV,Finance,Capital Markets,Capital Markets,49409892.0,12846572.0,0.26,True,,Diversified Industries,,True
HAN,Hannan Metals Ltd.,HAN,Hannan Metals Ltd.,TSXV,Materials,Mining,Industrial Metals,145217363.0,103104328.0,0.71,True,,Mining,,True
HCO.P,Hansco Capital Corp.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
HANS,Hanstone Gold Corp.,HANS,Hanstone Gold Corp.,TSXV,Materials,Mining,Industrial Metals,51693125.0,1033863.0,0.02,True,,Mining,,True
HAR,Harfang Exploration Inc.,HAR,Harfang Exploration inc.,TSXV,Materials,Mining,Industrial Metals,115435717.0,5771786.0,0.05,True,,Mining,,True
MONY.P,Harmony Acquisitions Corp.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
HVG,Harvest Gold Corp.,HVG,Harvest Gold Corp.,TSXV,Materials,Mining,Gold,179379791.0,8072091.0,0.045,True,,Mining,,True
HEC.P,Haviland Enviro Corp.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
HAW.P,Haw Capital 2 Corp.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
HAWK,Hawkeye Gold & Diamond Inc.,HAWK,Hawkeye Gold & Diamond Inc.,TSXV,Materials,Mining,Precious Metals,15311953.0,459359.0,0.03,True,,Mining,,True
HAY,Hayasa Metals Inc.,HAY,Hayasa Metals Inc.,TSXV,Materials,Mining,Gold,72499139.0,5074940.0,0.07,True,,Mining,,True
HSTR,Heliostar Metals Ltd.,HSTR,Heliostar Metals Ltd.,TSXV,Materials,Mining,Gold,279502925.0,662421933.0,2.37,True,,Mining,,True
HEVI,Helium Evolution Incorporated,HEVI,Helium Evolution Incorporated,TSXV,Energy,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production,329870463.0,69272798.0,0.21,True,,Oil & Gas,,True
HHH,Helius Minerals Limited,HHH,Helius Minerals Limited,TSXV,Materials,Mining,Industrial Metals,53959601.0,288144270.0,5.34,True,,Mining,,True
HME,Hemisphere Energy Corporation,HME,Hemisphere Energy Corporation,TSXV,Energy,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production,94250109.0,207821491.0,2.205,True,,Oil & Gas,,True
HEM,Hemostemix Inc.,HEM,Hemostemix Inc.,TSXV,Healthcare,Biotechnology & Life Sciences,Biotechnology,211441448.0,15858109.0,0.075,True,,Life Sciences,,True
BIG,Hercules Metals Corp.,BIG,Hercules Metals Corp.,TSXV,Materials,Mining,Silver,325898421.0,469293727.0,1.44,True,,Mining,,True
HOH,High Arctic Overseas Holdings Corp.,HOH,High Arctic Overseas Holdings Corp.,TSXV,Energy,Oil & Gas Equipment & Services,Oil & Gas Equipment & Services,12416860.0,29303790.0,2.36,True,,Oil & Gas,,True
HMCC.P,High Mountain 2 Capital Corporation,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
HITI,High Tide Inc.,HITI,High Tide Inc.,TSXV,Healthcare,Healthcare Providers & Services,Drug and Proprietary Stores,87975909.0,314953755.0,3.58,True,,Life Sciences,,True
HI,Highland Copper Company Inc.,HI,Highland Copper Company Inc.,TSXV,Materials,Mining,Copper,739158985.0,136744413.0,0.185,True,,Mining,,True
HWY,Highway 50 Gold Corp.,HWY,Highway 50 Gold Corp.,TSXV,Materials,Mining,Industrial Metals,44532292.0,23156792.0,0.52,True,,Mining,,True
HAM,Highwood Asset Management Ltd.,HAM,Highwood Asset Management Ltd.,TSXV,Energy,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production,15198818.0,92712790.0,6.1,True,,Oil & Gas,,True
ESPN,Hispania Resources Inc.,ESPN,Hispania Resources Inc.,TSXV,Materials,Mining,Industrial Metals,100170779.0,6010247.0,0.06,True,,Mining,,True
SHL,Homeland Nickel Inc.,SHL,Homeland Nickel Inc.,TSXV,Materials,Mining,Industrial Metals,227309927.0,86377773.0,0.38,True,,Mining,,True
HLU,Homeland Uranium Corp.,HLU,Homeland Uranium Corp.,TSXV,Energy,Other Energy Sources,Uranium,113851287.0,14800668.0,0.13,True,,CleanTech,,True
HMR,Homerun Resources Inc.,HMR,Homerun Resources Inc.,TSXV,Materials,Mining,Gold,77333285.0,44853306.0,0.58,True,,Mining,,True
TUF,Honey Badger Silver Inc.,TUF,Honey Badger Silver Inc.,TSXV,Materials,Mining,Precious Metals,163752717.0,121995775.0,0.745,True,,Mining,,True
HPL,Horizon Petroleum Ltd.,HPL,Horizon Petroleum Ltd.,TSXV,Energy,Oil & Gas Exploration and Production,Oil & Gas Exploration and Production,88441623.0,26090279.0,0.295,True,,Oil & Gas,,True
HRC.P,Hoshi Resource Corp.,,,,,,,,,,False,P,Diversified Industries,suffix:P,False
HCH,Hot Chili Limited,HCH,Hot Chili Limited,TSXV,Materials,Mining,Copper,202901656.0,355077898.0,1.75,True,,Mining,,True
HPQ,HPQ Silicon Inc.,HPQ,HPQ Silicon Inc.,TSXV,Materials,Chemicals,Special Chemicals,471775150.0,61330770.0,0.13,True,,Diversified Industries,,True
HIDE,Hydaway Digital Corp.,HIDE,Hydaway Digital Corp.,TSXV,Technology,Software & IT Services,IT Services,37482261.0,5060106.0,0.135,True,,Technology,,True
NURS,Hydreight Technologies Inc.,NURS,Hydreight Technologies Inc.,TSXV,Healthcare,Healthcare Providers & Services,Healthcare Information Services,53660930.0,193715958.0,3.61,True,,Life Sciences,,True
HC,Hypercharge Networks Corp.,HC,Hypercharge Networks Corp.,TSXV,Consumer Discretionary,Vehicles,Automotive Parts,138565416.0,11085234.0,0.08,True,,Diversified Industries,,True
IB,IBC Advanced Alloys Corp.,IB,IBC Advanced Alloys Corp.,TSXV,Industrials,Industrial Goods,Metal Fabricated Products,115536737.0,19641246.0,0.17,True,,Diversified Industries,,True
ICGH,IC Group Holdings Inc.,ICGH,IC Group Holdings Inc.,TSXV,Media,Traditional Media,Marketing & Advertising Agencies,41290567.0,19200114.0,0.465,True,,Diversified Industries,,True
ICRS,Icarus Capital Corp.,ICRS,Icarus Capital Corp.,TSXV,Media,Traditional Media,Entertainment,8577827.0,257335.0,0.03,True,,Diversified Industries,,True
ICM,Iconic Minerals Ltd.,ICM,Iconic Minerals Ltd.,TSXV,Materials,Mining,Gold,185759051.0,14860725.0,0.08,True,,Mining,,True
